state,court_type,case_type,judge_rating,complexity,hearings,public_interest,case_text,outcome,clean_text
Karnataka,Supreme Court,Family,9.9,5.9,3,No,The Family case with complexity 5.9 and 3 hearings,1,the family case with complexity and hearings
Maharashtra,District Court,Corporate,8.0,2.1,1,No,The Corporate case with complexity 2.1 and 1 hearings,0,the corporate case with complexity and hearings
Delhi,Supreme Court,Civil,7.0,3.1,1,No,The Civil case with complexity 3.1 and 1 hearings,1,the civil case with complexity and hearings
West Bengal,District Court,Constitutional,6.6,2.5,3,Yes,The Constitutional case with complexity 2.5 and 3 hearings,1,the constitutional case with complexity and hearings
West Bengal,Sessions Court,Constitutional,6.0,7.5,10,No,The Constitutional case with complexity 7.5 and 10 hearings,1,the constitutional case with complexity and hearings
Tamil Nadu,Sessions Court,Constitutional,8.5,8.7,19,No,The Constitutional case with complexity 8.7 and 19 hearings,0,the constitutional case with complexity and hearings
West Bengal,District Court,Constitutional,6.5,4.1,19,No,The Constitutional case with complexity 4.1 and 19 hearings,1,the constitutional case with complexity and hearings
Tamil Nadu,District Court,Criminal,5.8,8.6,7,No,The Criminal case with complexity 8.6 and 7 hearings,1,the criminal case with complexity and hearings
Tamil Nadu,Supreme Court,Constitutional,7.1,7.5,1,No,The Constitutional case with complexity 7.5 and 1 hearings,1,the constitutional case with complexity and hearings
Maharashtra,High Court,Civil,7.5,7.1,11,No,The Civil case with complexity 7.1 and 11 hearings,1,the civil case with complexity and hearings
Delhi,Supreme Court,Family,6.3,1.9,15,No,The Family case with complexity 1.9 and 15 hearings,1,the family case with complexity and hearings
Maharashtra,High Court,Civil,6.1,9.4,10,No,The Civil case with complexity 9.4 and 10 hearings,1,the civil case with complexity and hearings
West Bengal,High Court,Corporate,6.1,3.9,17,No,The Corporate case with complexity 3.9 and 17 hearings,0,the corporate case with complexity and hearings
Delhi,District Court,Corporate,9.4,6.1,12,No,The Corporate case with complexity 6.1 and 12 hearings,0,the corporate case with complexity and hearings
Tamil Nadu,High Court,Family,5.9,5.3,12,No,The Family case with complexity 5.3 and 12 hearings,1,the family case with complexity and hearings
Maharashtra,High Court,Constitutional,7.0,2.9,8,No,The Constitutional case with complexity 2.9 and 8 hearings,0,the constitutional case with complexity and hearings
Tamil Nadu,High Court,Constitutional,8.6,1.9,4,No,The Constitutional case with complexity 1.9 and 4 hearings,0,the constitutional case with complexity and hearings
Tamil Nadu,Supreme Court,Corporate,6.2,5.6,8,No,The Corporate case with complexity 5.6 and 8 hearings,0,the corporate case with complexity and hearings
Tamil Nadu,District Court,Corporate,8.3,5.0,13,No,The Corporate case with complexity 5.0 and 13 hearings,1,the corporate case with complexity and hearings
Maharashtra,High Court,Civil,7.3,9.5,10,No,The Civil case with complexity 9.5 and 10 hearings,1,the civil case with complexity and hearings
West Bengal,District Court,Civil,6.3,2.3,10,No,The Civil case with complexity 2.3 and 10 hearings,0,the civil case with complexity and hearings
Delhi,Supreme Court,Family,9.5,8.0,8,No,The Family case with complexity 8.0 and 8 hearings,0,the family case with complexity and hearings
West Bengal,High Court,Corporate,7.8,2.5,8,No,The Corporate case with complexity 2.5 and 8 hearings,0,the corporate case with complexity and hearings
Delhi,District Court,Criminal,5.1,8.0,13,No,The Criminal case with complexity 8.0 and 13 hearings,0,the criminal case with complexity and hearings
Karnataka,Supreme Court,Constitutional,8.1,6.5,16,No,The Constitutional case with complexity 6.5 and 16 hearings,1,the constitutional case with complexity and hearings
Tamil Nadu,District Court,Corporate,5.8,8.6,17,No,The Corporate case with complexity 8.6 and 17 hearings,1,the corporate case with complexity and hearings
Delhi,Supreme Court,Corporate,5.8,1.5,9,No,The Corporate case with complexity 1.5 and 9 hearings,1,the corporate case with complexity and hearings
Tamil Nadu,District Court,Civil,7.0,6.9,15,No,The Civil case with complexity 6.9 and 15 hearings,1,the civil case with complexity and hearings
Delhi,District Court,Constitutional,6.5,2.0,4,No,The Constitutional case with complexity 2.0 and 4 hearings,0,the constitutional case with complexity and hearings
Karnataka,Supreme Court,Family,9.9,6.9,12,No,The Family case with complexity 6.9 and 12 hearings,0,the family case with complexity and hearings
Karnataka,Supreme Court,Corporate,7.4,4.9,14,No,The Corporate case with complexity 4.9 and 14 hearings,0,the corporate case with complexity and hearings
Tamil Nadu,District Court,Civil,5.7,2.4,5,No,The Civil case with complexity 2.4 and 5 hearings,1,the civil case with complexity and hearings
Maharashtra,High Court,Constitutional,8.4,4.0,4,No,The Constitutional case with complexity 4.0 and 4 hearings,0,the constitutional case with complexity and hearings
Delhi,High Court,Civil,8.4,6.0,7,No,The Civil case with complexity 6.0 and 7 hearings,1,the civil case with complexity and hearings
West Bengal,Supreme Court,Civil,7.1,2.2,14,No,The Civil case with complexity 2.2 and 14 hearings,1,the civil case with complexity and hearings
Karnataka,District Court,Constitutional,9.3,8.9,7,No,The Constitutional case with complexity 8.9 and 7 hearings,1,the constitutional case with complexity and hearings
Tamil Nadu,Supreme Court,Constitutional,5.8,7.0,11,Yes,The Constitutional case with complexity 7.0 and 11 hearings,0,the constitutional case with complexity and hearings
Maharashtra,Sessions Court,Corporate,6.6,2.2,2,Yes,The Corporate case with complexity 2.2 and 2 hearings,1,the corporate case with complexity and hearings
Karnataka,Sessions Court,Criminal,6.0,5.9,12,No,The Criminal case with complexity 5.9 and 12 hearings,1,the criminal case with complexity and hearings
Delhi,District Court,Civil,6.2,6.9,4,No,The Civil case with complexity 6.9 and 4 hearings,1,the civil case with complexity and hearings
Maharashtra,High Court,Criminal,9.6,5.2,9,No,The Criminal case with complexity 5.2 and 9 hearings,1,the criminal case with complexity and hearings
Tamil Nadu,Sessions Court,Constitutional,7.1,9.2,3,No,The Constitutional case with complexity 9.2 and 3 hearings,0,the constitutional case with complexity and hearings
Tamil Nadu,Sessions Court,Constitutional,8.4,8.2,2,Yes,The Constitutional case with complexity 8.2 and 2 hearings,0,the constitutional case with complexity and hearings
Maharashtra,High Court,Criminal,7.7,8.6,3,No,The Criminal case with complexity 8.6 and 3 hearings,0,the criminal case with complexity and hearings
Karnataka,Supreme Court,Criminal,5.6,8.7,5,No,The Criminal case with complexity 8.7 and 5 hearings,1,the criminal case with complexity and hearings
Delhi,High Court,Civil,9.2,3.2,11,No,The Civil case with complexity 3.2 and 11 hearings,1,the civil case with complexity and hearings
West Bengal,High Court,Civil,5.4,4.7,18,No,The Civil case with complexity 4.7 and 18 hearings,0,the civil case with complexity and hearings
Tamil Nadu,Sessions Court,Family,8.3,1.7,11,No,The Family case with complexity 1.7 and 11 hearings,1,the family case with complexity and hearings
Delhi,High Court,Criminal,9.8,3.2,6,No,The Criminal case with complexity 3.2 and 6 hearings,1,the criminal case with complexity and hearings
Karnataka,High Court,Civil,6.0,6.6,7,No,The Civil case with complexity 6.6 and 7 hearings,1,the civil case with complexity and hearings
Karnataka,High Court,Family,7.0,9.4,10,No,The Family case with complexity 9.4 and 10 hearings,1,the family case with complexity and hearings
Maharashtra,Sessions Court,Civil,8.6,5.6,14,No,The Civil case with complexity 5.6 and 14 hearings,1,the civil case with complexity and hearings
Maharashtra,Sessions Court,Civil,6.1,3.2,3,No,The Civil case with complexity 3.2 and 3 hearings,0,the civil case with complexity and hearings
Maharashtra,Sessions Court,Corporate,7.0,6.0,7,No,The Corporate case with complexity 6.0 and 7 hearings,1,the corporate case with complexity and hearings
Karnataka,Sessions Court,Family,7.4,8.9,18,No,The Family case with complexity 8.9 and 18 hearings,0,the family case with complexity and hearings
Maharashtra,District Court,Criminal,5.3,3.2,2,No,The Criminal case with complexity 3.2 and 2 hearings,1,the criminal case with complexity and hearings
Delhi,District Court,Constitutional,8.1,5.9,9,No,The Constitutional case with complexity 5.9 and 9 hearings,0,the constitutional case with complexity and hearings
Maharashtra,Sessions Court,Family,8.1,3.0,11,No,The Family case with complexity 3.0 and 11 hearings,0,the family case with complexity and hearings
West Bengal,High Court,Corporate,5.1,2.4,2,No,The Corporate case with complexity 2.4 and 2 hearings,0,the corporate case with complexity and hearings
Tamil Nadu,High Court,Criminal,7.2,9.2,15,No,The Criminal case with complexity 9.2 and 15 hearings,0,the criminal case with complexity and hearings
Delhi,High Court,Constitutional,6.7,7.5,10,No,The Constitutional case with complexity 7.5 and 10 hearings,0,the constitutional case with complexity and hearings
Karnataka,High Court,Constitutional,8.0,9.3,18,No,The Constitutional case with complexity 9.3 and 18 hearings,1,the constitutional case with complexity and hearings
West Bengal,Sessions Court,Constitutional,6.0,7.9,4,No,The Constitutional case with complexity 7.9 and 4 hearings,1,the constitutional case with complexity and hearings
Delhi,Sessions Court,Family,6.1,1.8,13,No,The Family case with complexity 1.8 and 13 hearings,0,the family case with complexity and hearings
West Bengal,High Court,Civil,7.3,7.7,1,No,The Civil case with complexity 7.7 and 1 hearings,1,the civil case with complexity and hearings
Delhi,Supreme Court,Criminal,8.7,7.0,8,No,The Criminal case with complexity 7.0 and 8 hearings,1,the criminal case with complexity and hearings
Karnataka,Supreme Court,Criminal,6.6,5.7,15,No,The Criminal case with complexity 5.7 and 15 hearings,1,the criminal case with complexity and hearings
Maharashtra,District Court,Family,6.2,7.9,4,No,The Family case with complexity 7.9 and 4 hearings,0,the family case with complexity and hearings
West Bengal,Supreme Court,Criminal,6.4,2.3,7,No,The Criminal case with complexity 2.3 and 7 hearings,1,the criminal case with complexity and hearings
Delhi,High Court,Family,8.4,1.8,1,No,The Family case with complexity 1.8 and 1 hearings,1,the family case with complexity and hearings
Karnataka,District Court,Civil,7.2,8.1,1,No,The Civil case with complexity 8.1 and 1 hearings,0,the civil case with complexity and hearings
Tamil Nadu,District Court,Constitutional,8.0,3.4,17,Yes,The Constitutional case with complexity 3.4 and 17 hearings,0,the constitutional case with complexity and hearings
Tamil Nadu,High Court,Constitutional,5.8,3.8,11,No,The Constitutional case with complexity 3.8 and 11 hearings,0,the constitutional case with complexity and hearings
West Bengal,District Court,Corporate,9.9,8.5,13,No,The Corporate case with complexity 8.5 and 13 hearings,0,the corporate case with complexity and hearings
Karnataka,Supreme Court,Criminal,8.1,5.6,3,No,The Criminal case with complexity 5.6 and 3 hearings,0,the criminal case with complexity and hearings
Maharashtra,District Court,Civil,5.0,6.9,6,Yes,The Civil case with complexity 6.9 and 6 hearings,1,the civil case with complexity and hearings
Maharashtra,District Court,Family,6.9,5.2,17,No,The Family case with complexity 5.2 and 17 hearings,0,the family case with complexity and hearings
Delhi,Supreme Court,Constitutional,9.9,2.4,11,No,The Constitutional case with complexity 2.4 and 11 hearings,0,the constitutional case with complexity and hearings
West Bengal,District Court,Civil,10.0,2.3,4,Yes,The Civil case with complexity 2.3 and 4 hearings,0,the civil case with complexity and hearings
Delhi,Supreme Court,Constitutional,5.6,1.8,7,No,The Constitutional case with complexity 1.8 and 7 hearings,0,the constitutional case with complexity and hearings
Delhi,Sessions Court,Criminal,6.1,4.5,1,No,The Criminal case with complexity 4.5 and 1 hearings,1,the criminal case with complexity and hearings
Tamil Nadu,Sessions Court,Corporate,10.0,6.6,15,No,The Corporate case with complexity 6.6 and 15 hearings,1,the corporate case with complexity and hearings
Tamil Nadu,District Court,Corporate,5.3,2.8,15,No,The Corporate case with complexity 2.8 and 15 hearings,1,the corporate case with complexity and hearings
Maharashtra,High Court,Criminal,9.7,7.2,11,Yes,The Criminal case with complexity 7.2 and 11 hearings,0,the criminal case with complexity and hearings
Delhi,Sessions Court,Family,6.1,7.3,7,No,The Family case with complexity 7.3 and 7 hearings,1,the family case with complexity and hearings
Delhi,High Court,Family,9.4,4.7,10,No,The Family case with complexity 4.7 and 10 hearings,0,the family case with complexity and hearings
Delhi,Sessions Court,Civil,7.2,9.1,5,No,The Civil case with complexity 9.1 and 5 hearings,1,the civil case with complexity and hearings
Karnataka,High Court,Corporate,6.4,5.5,9,No,The Corporate case with complexity 5.5 and 9 hearings,0,the corporate case with complexity and hearings
Maharashtra,Supreme Court,Civil,9.4,8.4,5,No,The Civil case with complexity 8.4 and 5 hearings,1,the civil case with complexity and hearings
West Bengal,High Court,Constitutional,9.5,8.7,8,No,The Constitutional case with complexity 8.7 and 8 hearings,1,the constitutional case with complexity and hearings
Tamil Nadu,Supreme Court,Family,5.6,8.8,1,No,The Family case with complexity 8.8 and 1 hearings,0,the family case with complexity and hearings
Tamil Nadu,District Court,Family,5.5,3.0,7,No,The Family case with complexity 3.0 and 7 hearings,1,the family case with complexity and hearings
West Bengal,District Court,Constitutional,9.2,9.1,18,No,The Constitutional case with complexity 9.1 and 18 hearings,1,the constitutional case with complexity and hearings
Tamil Nadu,District Court,Criminal,5.3,8.8,11,No,The Criminal case with complexity 8.8 and 11 hearings,1,the criminal case with complexity and hearings
Maharashtra,High Court,Corporate,7.0,5.4,10,No,The Corporate case with complexity 5.4 and 10 hearings,1,the corporate case with complexity and hearings
Karnataka,District Court,Corporate,8.2,1.9,8,No,The Corporate case with complexity 1.9 and 8 hearings,1,the corporate case with complexity and hearings
Delhi,District Court,Criminal,6.4,8.2,5,No,The Criminal case with complexity 8.2 and 5 hearings,1,the criminal case with complexity and hearings
Delhi,Supreme Court,Criminal,8.8,2.0,3,No,The Criminal case with complexity 2.0 and 3 hearings,0,the criminal case with complexity and hearings
Maharashtra,High Court,Criminal,7.5,5.4,17,Yes,The Criminal case with complexity 5.4 and 17 hearings,0,the criminal case with complexity and hearings
Tamil Nadu,Supreme Court,Criminal,8.4,9.0,10,No,The Criminal case with complexity 9.0 and 10 hearings,0,the criminal case with complexity and hearings
West Bengal,Supreme Court,Criminal,5.0,3.6,16,No,The Criminal case with complexity 3.6 and 16 hearings,1,the criminal case with complexity and hearings
Delhi,Sessions Court,Civil,7.7,3.0,19,Yes,The Civil case with complexity 3.0 and 19 hearings,1,the civil case with complexity and hearings
Karnataka,Sessions Court,Constitutional,5.6,6.0,12,No,The Constitutional case with complexity 6.0 and 12 hearings,0,the constitutional case with complexity and hearings
Maharashtra,District Court,Family,5.0,8.3,1,No,The Family case with complexity 8.3 and 1 hearings,1,the family case with complexity and hearings
Delhi,District Court,Constitutional,9.7,6.8,6,No,The Constitutional case with complexity 6.8 and 6 hearings,1,the constitutional case with complexity and hearings
Delhi,Sessions Court,Civil,9.3,6.7,7,Yes,The Civil case with complexity 6.7 and 7 hearings,0,the civil case with complexity and hearings
Maharashtra,District Court,Corporate,9.8,5.4,8,No,The Corporate case with complexity 5.4 and 8 hearings,1,the corporate case with complexity and hearings
West Bengal,High Court,Corporate,8.1,8.8,17,No,The Corporate case with complexity 8.8 and 17 hearings,1,the corporate case with complexity and hearings
Tamil Nadu,District Court,Corporate,5.2,4.9,2,No,The Corporate case with complexity 4.9 and 2 hearings,1,the corporate case with complexity and hearings
Tamil Nadu,District Court,Civil,6.5,2.7,1,No,The Civil case with complexity 2.7 and 1 hearings,1,the civil case with complexity and hearings
Karnataka,District Court,Family,8.8,9.4,3,No,The Family case with complexity 9.4 and 3 hearings,1,the family case with complexity and hearings
Delhi,Sessions Court,Corporate,8.8,5.1,18,No,The Corporate case with complexity 5.1 and 18 hearings,1,the corporate case with complexity and hearings
Delhi,District Court,Family,6.9,3.7,15,No,The Family case with complexity 3.7 and 15 hearings,1,the family case with complexity and hearings
Maharashtra,Supreme Court,Civil,5.3,7.4,2,Yes,The Civil case with complexity 7.4 and 2 hearings,1,the civil case with complexity and hearings
West Bengal,High Court,Family,7.6,7.1,2,No,The Family case with complexity 7.1 and 2 hearings,1,the family case with complexity and hearings
Maharashtra,District Court,Corporate,8.1,8.1,15,No,The Corporate case with complexity 8.1 and 15 hearings,0,the corporate case with complexity and hearings
Tamil Nadu,Supreme Court,Constitutional,8.3,4.5,15,No,The Constitutional case with complexity 4.5 and 15 hearings,1,the constitutional case with complexity and hearings
Karnataka,High Court,Family,9.9,2.8,7,No,The Family case with complexity 2.8 and 7 hearings,0,the family case with complexity and hearings
Maharashtra,District Court,Corporate,9.5,4.2,14,No,The Corporate case with complexity 4.2 and 14 hearings,1,the corporate case with complexity and hearings
West Bengal,High Court,Corporate,5.1,1.5,15,No,The Corporate case with complexity 1.5 and 15 hearings,1,the corporate case with complexity and hearings
West Bengal,District Court,Constitutional,5.3,4.0,13,No,The Constitutional case with complexity 4.0 and 13 hearings,1,the constitutional case with complexity and hearings
West Bengal,Sessions Court,Corporate,5.4,2.1,5,No,The Corporate case with complexity 2.1 and 5 hearings,0,the corporate case with complexity and hearings
Maharashtra,District Court,Constitutional,8.0,6.9,8,No,The Constitutional case with complexity 6.9 and 8 hearings,1,the constitutional case with complexity and hearings
West Bengal,Supreme Court,Civil,7.7,7.0,9,No,The Civil case with complexity 7.0 and 9 hearings,1,the civil case with complexity and hearings
Karnataka,High Court,Constitutional,7.1,6.9,3,No,The Constitutional case with complexity 6.9 and 3 hearings,0,the constitutional case with complexity and hearings
Maharashtra,High Court,Constitutional,9.5,2.5,14,No,The Constitutional case with complexity 2.5 and 14 hearings,0,the constitutional case with complexity and hearings
Karnataka,Supreme Court,Constitutional,6.7,1.8,19,Yes,The Constitutional case with complexity 1.8 and 19 hearings,1,the constitutional case with complexity and hearings
Delhi,Sessions Court,Corporate,9.2,8.8,19,No,The Corporate case with complexity 8.8 and 19 hearings,1,the corporate case with complexity and hearings
Karnataka,Supreme Court,Constitutional,8.6,8.6,10,No,The Constitutional case with complexity 8.6 and 10 hearings,1,the constitutional case with complexity and hearings
Maharashtra,High Court,Civil,5.2,7.1,16,No,The Civil case with complexity 7.1 and 16 hearings,0,the civil case with complexity and hearings
Delhi,Supreme Court,Family,7.4,5.3,4,No,The Family case with complexity 5.3 and 4 hearings,1,the family case with complexity and hearings
Karnataka,District Court,Criminal,9.5,8.4,11,No,The Criminal case with complexity 8.4 and 11 hearings,1,the criminal case with complexity and hearings
Delhi,Supreme Court,Civil,9.9,5.7,1,No,The Civil case with complexity 5.7 and 1 hearings,1,the civil case with complexity and hearings
Delhi,Supreme Court,Corporate,8.2,6.0,3,No,The Corporate case with complexity 6.0 and 3 hearings,1,the corporate case with complexity and hearings
Delhi,High Court,Criminal,8.0,2.1,19,No,The Criminal case with complexity 2.1 and 19 hearings,1,the criminal case with complexity and hearings
West Bengal,Supreme Court,Corporate,5.5,2.8,10,No,The Corporate case with complexity 2.8 and 10 hearings,0,the corporate case with complexity and hearings
West Bengal,District Court,Criminal,7.0,6.9,8,No,The Criminal case with complexity 6.9 and 8 hearings,1,the criminal case with complexity and hearings
West Bengal,Sessions Court,Constitutional,5.8,3.1,8,No,The Constitutional case with complexity 3.1 and 8 hearings,1,the constitutional case with complexity and hearings
West Bengal,District Court,Corporate,6.5,3.4,19,No,The Corporate case with complexity 3.4 and 19 hearings,1,the corporate case with complexity and hearings
Tamil Nadu,High Court,Family,8.6,8.5,11,No,The Family case with complexity 8.5 and 11 hearings,1,the family case with complexity and hearings
West Bengal,Sessions Court,Criminal,5.8,5.4,2,Yes,The Criminal case with complexity 5.4 and 2 hearings,1,the criminal case with complexity and hearings
West Bengal,Supreme Court,Civil,8.8,3.9,14,No,The Civil case with complexity 3.9 and 14 hearings,1,the civil case with complexity and hearings
West Bengal,Sessions Court,Constitutional,6.3,4.5,14,No,The Constitutional case with complexity 4.5 and 14 hearings,0,the constitutional case with complexity and hearings
Tamil Nadu,High Court,Corporate,9.1,7.3,9,No,The Corporate case with complexity 7.3 and 9 hearings,1,the corporate case with complexity and hearings
Maharashtra,Supreme Court,Family,8.7,2.4,10,No,The Family case with complexity 2.4 and 10 hearings,0,the family case with complexity and hearings
Maharashtra,Sessions Court,Family,5.9,7.9,14,No,The Family case with complexity 7.9 and 14 hearings,1,the family case with complexity and hearings
Maharashtra,Sessions Court,Constitutional,5.6,2.4,19,Yes,The Constitutional case with complexity 2.4 and 19 hearings,1,the constitutional case with complexity and hearings
Maharashtra,Supreme Court,Criminal,8.1,2.9,12,No,The Criminal case with complexity 2.9 and 12 hearings,0,the criminal case with complexity and hearings
Karnataka,District Court,Family,5.6,3.3,10,No,The Family case with complexity 3.3 and 10 hearings,1,the family case with complexity and hearings
Karnataka,Sessions Court,Civil,9.8,8.9,19,No,The Civil case with complexity 8.9 and 19 hearings,1,the civil case with complexity and hearings
Karnataka,District Court,Family,5.0,1.7,14,No,The Family case with complexity 1.7 and 14 hearings,1,the family case with complexity and hearings
Delhi,High Court,Civil,7.6,2.3,7,No,The Civil case with complexity 2.3 and 7 hearings,1,the civil case with complexity and hearings
Delhi,Sessions Court,Criminal,5.9,1.9,5,No,The Criminal case with complexity 1.9 and 5 hearings,0,the criminal case with complexity and hearings
Maharashtra,District Court,Civil,6.6,2.7,19,No,The Civil case with complexity 2.7 and 19 hearings,1,the civil case with complexity and hearings
Tamil Nadu,Supreme Court,Family,8.1,9.0,17,No,The Family case with complexity 9.0 and 17 hearings,0,the family case with complexity and hearings
Delhi,Sessions Court,Family,5.9,4.5,11,No,The Family case with complexity 4.5 and 11 hearings,1,the family case with complexity and hearings
Maharashtra,District Court,Constitutional,5.7,2.5,4,Yes,The Constitutional case with complexity 2.5 and 4 hearings,1,the constitutional case with complexity and hearings
Delhi,Sessions Court,Family,7.3,4.4,6,No,The Family case with complexity 4.4 and 6 hearings,1,the family case with complexity and hearings
West Bengal,Sessions Court,Criminal,6.0,7.5,13,No,The Criminal case with complexity 7.5 and 13 hearings,0,the criminal case with complexity and hearings
Karnataka,High Court,Criminal,7.2,5.3,14,Yes,The Criminal case with complexity 5.3 and 14 hearings,0,the criminal case with complexity and hearings
Karnataka,Supreme Court,Constitutional,6.6,5.4,6,No,The Constitutional case with complexity 5.4 and 6 hearings,0,the constitutional case with complexity and hearings
Tamil Nadu,District Court,Constitutional,5.0,2.3,5,No,The Constitutional case with complexity 2.3 and 5 hearings,1,the constitutional case with complexity and hearings
Karnataka,High Court,Criminal,6.5,8.3,15,No,The Criminal case with complexity 8.3 and 15 hearings,0,the criminal case with complexity and hearings
Maharashtra,Supreme Court,Corporate,5.6,4.3,13,Yes,The Corporate case with complexity 4.3 and 13 hearings,0,the corporate case with complexity and hearings
Tamil Nadu,Supreme Court,Family,6.1,7.0,19,No,The Family case with complexity 7.0 and 19 hearings,1,the family case with complexity and hearings
Delhi,Sessions Court,Family,7.3,2.7,16,No,The Family case with complexity 2.7 and 16 hearings,0,the family case with complexity and hearings
West Bengal,Sessions Court,Civil,7.7,5.4,15,No,The Civil case with complexity 5.4 and 15 hearings,1,the civil case with complexity and hearings
Karnataka,Sessions Court,Family,5.6,6.7,18,No,The Family case with complexity 6.7 and 18 hearings,0,the family case with complexity and hearings
West Bengal,High Court,Family,5.7,8.3,8,No,The Family case with complexity 8.3 and 8 hearings,1,the family case with complexity and hearings
Karnataka,Sessions Court,Family,8.6,8.6,1,No,The Family case with complexity 8.6 and 1 hearings,0,the family case with complexity and hearings
Karnataka,Sessions Court,Constitutional,8.1,6.8,15,No,The Constitutional case with complexity 6.8 and 15 hearings,1,the constitutional case with complexity and hearings
Maharashtra,High Court,Criminal,9.0,9.2,17,Yes,The Criminal case with complexity 9.2 and 17 hearings,1,the criminal case with complexity and hearings
Maharashtra,Supreme Court,Family,5.5,6.0,18,No,The Family case with complexity 6.0 and 18 hearings,0,the family case with complexity and hearings
Tamil Nadu,Sessions Court,Civil,7.1,8.5,3,No,The Civil case with complexity 8.5 and 3 hearings,1,the civil case with complexity and hearings
West Bengal,Sessions Court,Civil,9.2,8.4,5,No,The Civil case with complexity 8.4 and 5 hearings,0,the civil case with complexity and hearings
Maharashtra,Supreme Court,Corporate,7.8,9.2,10,No,The Corporate case with complexity 9.2 and 10 hearings,0,the corporate case with complexity and hearings
Maharashtra,Sessions Court,Family,6.9,6.4,6,No,The Family case with complexity 6.4 and 6 hearings,0,the family case with complexity and hearings
West Bengal,High Court,Constitutional,7.1,9.0,12,No,The Constitutional case with complexity 9.0 and 12 hearings,1,the constitutional case with complexity and hearings
Tamil Nadu,Sessions Court,Family,6.6,6.0,14,No,The Family case with complexity 6.0 and 14 hearings,1,the family case with complexity and hearings
Maharashtra,Sessions Court,Corporate,8.6,6.0,12,No,The Corporate case with complexity 6.0 and 12 hearings,1,the corporate case with complexity and hearings
Tamil Nadu,District Court,Corporate,5.1,7.5,15,No,The Corporate case with complexity 7.5 and 15 hearings,0,the corporate case with complexity and hearings
Maharashtra,Supreme Court,Constitutional,9.4,2.2,4,Yes,The Constitutional case with complexity 2.2 and 4 hearings,1,the constitutional case with complexity and hearings
Tamil Nadu,Supreme Court,Criminal,7.1,7.2,17,No,The Criminal case with complexity 7.2 and 17 hearings,1,the criminal case with complexity and hearings
Delhi,Sessions Court,Constitutional,5.1,8.1,18,No,The Constitutional case with complexity 8.1 and 18 hearings,1,the constitutional case with complexity and hearings
Karnataka,High Court,Constitutional,9.4,9.1,9,No,The Constitutional case with complexity 9.1 and 9 hearings,0,the constitutional case with complexity and hearings
Tamil Nadu,District Court,Constitutional,8.6,2.8,4,No,The Constitutional case with complexity 2.8 and 4 hearings,0,the constitutional case with complexity and hearings
Maharashtra,Sessions Court,Corporate,5.3,5.0,15,No,The Corporate case with complexity 5.0 and 15 hearings,0,the corporate case with complexity and hearings
Delhi,District Court,Corporate,5.1,8.8,14,No,The Corporate case with complexity 8.8 and 14 hearings,1,the corporate case with complexity and hearings
Maharashtra,Sessions Court,Civil,9.3,4.4,9,No,The Civil case with complexity 4.4 and 9 hearings,1,the civil case with complexity and hearings
Tamil Nadu,Supreme Court,Civil,6.0,3.4,16,No,The Civil case with complexity 3.4 and 16 hearings,0,the civil case with complexity and hearings
Delhi,Sessions Court,Constitutional,9.2,4.8,12,No,The Constitutional case with complexity 4.8 and 12 hearings,0,the constitutional case with complexity and hearings
Karnataka,Sessions Court,Corporate,9.9,6.2,10,No,The Corporate case with complexity 6.2 and 10 hearings,1,the corporate case with complexity and hearings
Tamil Nadu,High Court,Family,5.0,1.8,2,No,The Family case with complexity 1.8 and 2 hearings,0,the family case with complexity and hearings
West Bengal,District Court,Criminal,6.6,3.6,3,No,The Criminal case with complexity 3.6 and 3 hearings,1,the criminal case with complexity and hearings
Delhi,Supreme Court,Family,8.2,9.1,8,No,The Family case with complexity 9.1 and 8 hearings,0,the family case with complexity and hearings
Delhi,Sessions Court,Criminal,7.8,9.4,14,No,The Criminal case with complexity 9.4 and 14 hearings,0,the criminal case with complexity and hearings
Karnataka,Sessions Court,Civil,6.9,7.1,7,No,The Civil case with complexity 7.1 and 7 hearings,1,the civil case with complexity and hearings
Maharashtra,Sessions Court,Constitutional,6.0,9.3,18,No,The Constitutional case with complexity 9.3 and 18 hearings,1,the constitutional case with complexity and hearings
Tamil Nadu,Supreme Court,Constitutional,6.3,5.7,17,No,The Constitutional case with complexity 5.7 and 17 hearings,1,the constitutional case with complexity and hearings
Tamil Nadu,District Court,Civil,6.4,7.0,8,No,The Civil case with complexity 7.0 and 8 hearings,1,the civil case with complexity and hearings
Karnataka,High Court,Corporate,9.4,3.9,14,No,The Corporate case with complexity 3.9 and 14 hearings,0,the corporate case with complexity and hearings
Delhi,Sessions Court,Corporate,6.3,9.3,3,No,The Corporate case with complexity 9.3 and 3 hearings,0,the corporate case with complexity and hearings
Delhi,District Court,Constitutional,7.3,3.1,2,No,The Constitutional case with complexity 3.1 and 2 hearings,0,the constitutional case with complexity and hearings
Delhi,Supreme Court,Constitutional,8.2,4.6,3,No,The Constitutional case with complexity 4.6 and 3 hearings,0,the constitutional case with complexity and hearings
Delhi,District Court,Constitutional,6.7,2.2,1,No,The Constitutional case with complexity 2.2 and 1 hearings,1,the constitutional case with complexity and hearings
Delhi,High Court,Corporate,8.3,7.0,7,Yes,The Corporate case with complexity 7.0 and 7 hearings,1,the corporate case with complexity and hearings
Delhi,Sessions Court,Criminal,6.8,2.9,15,No,The Criminal case with complexity 2.9 and 15 hearings,0,the criminal case with complexity and hearings
